<ID|readonly|noverify>;<English>;<Comments>
uk_cruiser_kent_1;▄ HMS Kent, County-class heavy cruiser;
uk_cruiser_kent_2;County-class heavy cruiser;
uk_cruiser_london_shop;▄ HMS London (C69), County-class heavy cruiser;
uk_cruiser_london_0;▄ HMS London (C69), County-class heavy cruiser;
uk_cruiser_london_1;▄ HMS London, County-class heavy cruiser;
uk_cruiser_london_2;County-class heavy cruiser;
uk_battlecruiser_renown_shop;▄ HMS Renown (72), Renown-class battlecruiser;
uk_battlecruiser_renown_0;▄ HMS Renown (72), Renown-class battlecruiser;
uk_battlecruiser_renown_1;▄ HMS Renown, Renown-class battlecruiser;
uk_battlecruiser_renown_2;Renown-class battlecruiser;
ships/hms_leander_0;▄ HMS Leander (C75), Leander-class light cruiser;
ships/hms_leander_1;▄ HMS Leander, Leander-class light cruiser;
ships/hms_leander_2;Leander-class light cruiser;
uk_battlecruiser_glorious_shop;▄ HMS Glorious (77), Courageous-class battlecruiser;
uk_battlecruiser_glorious_0;▄ HMS Glorious (77), Courageous-class battlecruiser;
uk_battlecruiser_glorious_1;▄ HMS Glorious, Courageous-class battlecruiser;
uk_battlecruiser_glorious_2;Courageous-class battlecruiser;
uk_cruiser_norfolk_shop;▄ HMS Norfolk (78), County-class heavy cruiser;
uk_cruiser_norfolk_0;▄ HMS Norfolk (78), County-class heavy cruiser;
uk_cruiser_norfolk_1;▄ HMS Norfolk, County-class heavy cruiser;
uk_cruiser_norfolk_2;County-class heavy cruiser;
uk_cruiser_southampton_shop;▄ HMS Southampton (C83), Town-class light cruiser;
uk_cruiser_southampton_0;▄ HMS Southampton (C83), Town-class light cruiser;
uk_cruiser_southampton_1;▄ HMS Southampton, Town-class light cruiser;
uk_cruiser_southampton_2;Town-class light cruiser;
uk_cruiser_hawkins_shop;▄ HMS Hawkins (D86), Hawkins-class heavy cruiser;
uk_cruiser_hawkins_0;▄ HMS Hawkins (D86), Hawkins-class heavy cruiser;
uk_cruiser_hawkins_1;▄ HMS Hawkins, Hawkins-class heavy cruiser;
uk_cruiser_hawkins_2;Hawkins-class heavy cruiser;
uk_cruiser_york_shop;▄ HMS York (90), York-class heavy cruiser;
uk_cruiser_york_0;▄ HMS York (90), York-class heavy cruiser;
uk_cruiser_york_1;▄ HMS York, York-class heavy cruiser;
uk_cruiser_york_2;York-class heavy cruiser;
uk_destroyer_j_class_shop;▄ HMS Jervis (F00), J-class destroyer;
uk_destroyer_j_class_0;▄ HMS Jervis (F00), J-class destroyer;
uk_destroyer_j_class_1;▄ HMS Jervis, J-class destroyer;
uk_destroyer_j_class_2;J-class destroyer;
uk_destroyer_daring_class_daring_shop;▄ HMS Daring (D05), Daring-class destroyer;
uk_destroyer_daring_class_daring_0;▄ HMS Daring (D05), Daring-class destroyer;
uk_destroyer_daring_class_daring_1;▄ HMS Daring, Daring-class destroyer;
uk_destroyer_daring_class_daring_2;Daring-class destroyer;
uk_destroyer_battle_2series_shop;▄ HMS Armada (D14), Battle-class destroyer;
uk_destroyer_battle_2series_0;▄ HMS Armada (D14), Battle-class destroyer;
uk_destroyer_battle_2series_1;▄ HMS Armada, Battle-class destroyer;
uk_destroyer_battle_2series_2;Battle-class destroyer;
uk_destroyer_st_class_saumarez_shop;▄ HMS Saumarez (G12), S-class destroyer;
uk_destroyer_st_class_saumarez_0;▄ HMS Saumarez (G12), S-class destroyer;
uk_destroyer_st_class_saumarez_1;▄ HMS Saumarez, S-class destroyer;
uk_destroyer_st_class_saumarez_2;S-class destroyer;
uk_frigate_leopard_shop;▄ HMS Leopard (F14), Leopard-class frigate;
uk_frigate_leopard_0;▄ HMS Leopard (F14), Leopard-class frigate;
uk_frigate_leopard_1;▄ HMS Leopard, Leopard-class frigate;
uk_frigate_leopard_2;Leopard-class frigate;
uk_destroyer_tribal_mohawk_shop;▄ HMS Mohawk (L31), Tribal-class destroyer;
uk_destroyer_tribal_mohawk_0;▄ HMS Mohawk (L31), Tribal-class destroyer;
uk_destroyer_tribal_mohawk_1;▄ HMS Mohawk, Tribal-class destroyer;
uk_destroyer_tribal_mohawk_2;Tribal-class destroyer;
uk_destroyer_daring_class_diamond_shop;▄ HMS Diamond (D35), Daring-class destroyer;
uk_destroyer_daring_class_diamond_0;▄ HMS Diamond (D35), Daring-class destroyer;
uk_destroyer_daring_class_diamond_1;▄ HMS Diamond, Daring-class destroyer;
uk_destroyer_daring_class_diamond_2;Daring-class destroyer;
uk_destroyer_k_class_shop;▄ HMS Kelvin (F37), K-class destroyer;
uk_destroyer_k_class_0;▄ HMS Kelvin (F37), K-class destroyer;
uk_destroyer_k_class_1;▄ HMS Kelvin, K-class destroyer;
uk_destroyer_k_class_2;K-class destroyer;
ships/uss_dd_georgetown_0;▄ HMS Georgetown (I40), Wickes-class destroyer;
ships/uss_dd_georgetown_1;▄ HMS Georgetown, Wickes-class destroyer;
ships/uss_dd_georgetown_2;Wickes-class destroyer;
uk_destroyer_v_class_vega_shop;▄ HMS Vega (L41), V-class destroyer;
uk_destroyer_v_class_vega_0;▄ HMS Vega (L41), V-class destroyer;
uk_destroyer_v_class_vega_1;▄ HMS Vega, V-class destroyer;
uk_destroyer_v_class_vega_2;V-class destroyer;
uk_destroyer_v_class_valhalla_shop;▄ HMS Valhalla (G45), V-class destroyer;
uk_destroyer_v_class_valhalla_0;▄ HMS Valhalla (G45), V-class destroyer;
uk_destroyer_v_class_valhalla_1;▄ HMS Valhalla, V-class destroyer;
uk_destroyer_v_class_valhalla_2;V-class destroyer;
uk_destroyer_clemson_churchill_shop;▄ HMS Churchill (L45), Town-class destroyer;
uk_destroyer_clemson_churchill_0;▄ HMS Churchill (L45), Town-class destroyer;
uk_destroyer_clemson_churchill_1;▄ HMS Churchill, Town-class destroyer;
uk_destroyer_clemson_churchill_2;Town-class destroyer;
uk_destroyer_clemson_churchill_EC_0;▄ HMS Churchill (L45), Town-class destroyer;
uk_destroyer_clemson_churchill_EC_1;▄ HMS Churchill, Town-class destroyer;
uk_destroyer_clemson_churchill_EC_2;Town-class destroyer;
uk_destroyer_hunt_2series_shop;▄ HMS Calpe (L71), Hunt-class destroyer;
uk_destroyer_hunt_2series_0;▄ HMS Calpe (L71), Hunt-class destroyer;
uk_destroyer_hunt_2series_1;▄ HMS Calpe, Hunt-class destroyer;
uk_destroyer_hunt_2series_2;Hunt-class destroyer;
uk_destroyer_tribal_shop;▄ HMS Eskimo (F75), Tribal-class destroyer;
uk_destroyer_tribal_0;▄ HMS Eskimo (F75), Tribal-class destroyer;
uk_destroyer_tribal_1;▄ HMS Eskimo, Tribal-class destroyer;
uk_destroyer_tribal_2;Tribal-class destroyer;
TribalDestroyer_0;▄ HMS Eskimo (F75), Tribal-class destroyer;
TribalDestroyer_1;▄ HMS Eskimo, Tribal-class destroyer;
TribalDestroyer_2;Tribal-class destroyer;
uk_destroyer_tribal_EC_0;▄ HMS Eskimo (F75), Tribal-class destroyer;
uk_destroyer_tribal_EC_1;▄ HMS Eskimo, Tribal-class destroyer;
uk_destroyer_tribal_EC_2;Tribal-class destroyer;
uk_destroyer_battle_cadiz_shop;▄ HMS Cadiz (D79), Battle-class destroyer;
uk_destroyer_battle_cadiz_0;▄ HMS Cadiz (D79), Battle-class destroyer;
uk_destroyer_battle_cadiz_1;▄ HMS Cadiz, Battle-class destroyer;
uk_destroyer_battle_cadiz_2;Battle-class destroyer;
uk_destroyer_hunt_4series_shop;▄ HMS Brissenden (L79), Hunt-class destroyer;
uk_destroyer_hunt_4series_0;▄ HMS Brissenden (L79), Hunt-class destroyer;
uk_destroyer_hunt_4series_1;▄ HMS Brissenden, Hunt-class destroyer;
uk_destroyer_hunt_4series_2;Hunt-class destroyer;
uk_destroyer_g_grafton_shop;▄ HMS Grafton (H89), G-class destroyer;
uk_destroyer_g_grafton_0;▄ HMS Grafton (H89), G-class destroyer;
uk_destroyer_g_grafton_1;▄ HMS Grafton, G-class destroyer;
uk_destroyer_g_grafton_2;G-class destroyer;
uk_destroyer_g_grafton_EC_0;▄ HMS Grafton (H89), G-class destroyer;
uk_destroyer_g_grafton_EC_1;▄ HMS Grafton, G-class destroyer;
uk_destroyer_g_grafton_EC_2;G-class destroyer;
uk_destroyer_v_class_verdun_shop;▄ HMS Verdun (L93), V-class destroyer;
uk_destroyer_v_class_verdun_0;▄ HMS Verdun (L93), V-class destroyer;
uk_destroyer_v_class_verdun_1;▄ HMS Verdun, V-class destroyer;
uk_destroyer_v_class_verdun_2;V-class destroyer;
uk_destroyer_clemson_montgomery_g95_shop;▄ HMS Montgomery (G95), Wickes-class destroyer;
uk_destroyer_clemson_montgomery_g95_0;▄ HMS Montgomery (G95), Wickes-class destroyer;
uk_destroyer_clemson_montgomery_g95_1;▄ HMS Montgomery, Wickes-class destroyer;
uk_destroyer_clemson_montgomery_g95_2;Wickes-class destroyer;
shop/group/uk_destroyer_daring_group;▄ HMS Diana/HMS Daring;
uk_destroyer_daring_class_diana_shop;▄ HMS Diana (D126), Daring-class destroyer;
uk_destroyer_daring_class_diana_0;▄ HMS Diana (D126), Daring-class destroyer;
uk_destroyer_daring_class_diana_1;▄ HMS Diana, Daring-class destroyer;
uk_destroyer_daring_class_diana_2;Daring-class destroyer;
uk_frigate_whitby_shop;▄ HMS Whitby (F36), Whitby-class frigate;
uk_frigate_whitby_0;▄ HMS Whitby (F36), Whitby-class frigate;
uk_frigate_whitby_1;▄ HMS Whitby, Whitby-class frigate;
uk_frigate_whitby_2;Whitby-class frigate;
uk_frigate_whitby_blackpool_shop;▄ HMS Blackpool (F77), Whitby-class frigate;
uk_frigate_whitby_blackpool_0;▄ HMS Blackpool (F77), Whitby-class frigate;
uk_frigate_whitby_blackpool_1;▄ HMS Blackpool, Whitby-class frigate;
uk_frigate_whitby_blackpool_2;Whitby-class frigate;
uk_frigate_river_shop;▄ HMS Spey (K246), River-class frigate;
uk_frigate_river_0;▄ HMS Spey (K246), River-class frigate;
uk_frigate_river_1;▄ HMS Spey, River-class frigate;
uk_frigate_river_2;River-class frigate;
uk_sgb_304_shop;▄ SGB4, SGB1-class steam gunboat;
uk_sgb_304_0;▄ SGB4, SGB1-class steam gunboat;
uk_sgb_304_1;▄ SGB4, SGB1-class steam gunboat;
uk_sgb_304_2;SGB1-class steam gunboat;
uk_sgb_309_shop;▄ SGB9, SGB1-class steam gunboat;
uk_sgb_309_0;▄ SGB9, SGB1-class steam gunboat;
uk_sgb_309_1;▄ SGB9, SGB1-class steam gunboat;
uk_sgb_309_2;SGB1-class steam gunboat;
uk_fairmile_lcs_l_h_mk2_shop;▄ LCS(L)251, Fairmile H landing craft;
uk_fairmile_lcs_l_h_mk2_0;▄ Landing Craft Support (Large) 251, Fairmile H landing craft;
uk_fairmile_lcs_l_h_mk2_1;▄ LCS(L)251, Fairmile H landing craft;
uk_fairmile_lcs_l_h_mk2_2;Fairmile H landing craft;
uk_minelayer_abdiel_class_abdiel_shop;▄ HMS Abdiel (M39), Abdiel-class minelayer;
uk_minelayer_abdiel_class_abdiel_0;▄ HMS Abdiel (M39), Abdiel-class minelayer;
uk_minelayer_abdiel_class_abdiel_1;▄ HMS Abdiel, Abdiel-class minelayer;
uk_minelayer_abdiel_class_abdiel_2;Abdiel-class minelayer;
uk_70ft_mgb_shop;▄ MGB61, MGB6-class motor gunboat;
uk_70ft_mgb_0;▄ MGB61, MGB6-class motor gunboat;
uk_70ft_mgb_1;▄ MGB61, MGB6-class motor gunboat;
uk_70ft_mgb_2;MGB6-class motor gunboat;
uk_71ft_mgb_shop;▄ MGB75, MGB74-class motor gunboat;
uk_71ft_mgb_0;▄ MGB75, MGB74-class motor gunboat;
uk_71ft_mgb_1;▄ MGB75, MGB74-class motor gunboat;
uk_71ft_mgb_2;MGB74-class motor gunboat;
uk_fairmile_d_601_616_shop;▄ MGB601, Fairmile D motor torpedo boat;
uk_fairmile_d_601_616_0;▄ MGB601, Fairmile D motor torpedo boat;
uk_fairmile_d_601_616_1;▄ MGB601, Fairmile D motor torpedo boat;
uk_fairmile_d_601_616_2;Fairmile D motor torpedo boat;
uk_fairmile_d_617_632_shop;▄ MGB617, Fairmile D motor torpedo boat;
uk_fairmile_d_617_632_0;▄ MGB617, Fairmile D motor torpedo boat;
uk_fairmile_d_617_632_1;▄ MGB617, Fairmile D motor torpedo boat;
uk_fairmile_d_617_632_2;Fairmile D motor torpedo boat;
uk_fairmile_d_697_800_shop;▄ MGB697, Fairmile D motor torpedo boat;
uk_fairmile_d_697_800_0;▄ MGB697, Fairmile D motor torpedo boat;
uk_fairmile_d_697_800_1;▄ MGB697, Fairmile D motor torpedo boat;
uk_fairmile_d_697_800_2;Fairmile D motor torpedo boat;
uk_fairmile_a_ml100_shop;▄ ML100, Fairmile A motor launch;
uk_fairmile_a_ml100_0;▄ ML100, Fairmile A motor launch;
uk_fairmile_a_ml100_1;▄ ML100, Fairmile A motor launch;
uk_fairmile_a_ml100_2;Fairmile A motor launch;
uk_fairmile_b_ml345_shop;▄ ML345, Fairmile B motor launch;
uk_fairmile_b_ml345_0;▄ ML345, Fairmile B motor launch;
uk_fairmile_b_ml345_1;▄ ML345, Fairmile B motor launch;
uk_fairmile_b_ml345_2;Fairmile B motor launch;
uk_fairmile_c_shop;▄ ML312, Fairmile C motor gunboat;
uk_fairmile_c_0;▄ ML312, Fairmile C motor gunboat;
uk_fairmile_c_1;▄ ML312, Fairmile C motor gunboat;
uk_fairmile_c_2;Fairmile C motor gunboat;
uk_fairmile_c_332_shop;▄ ML332, Fairmile C motor gunboat;
uk_fairmile_c_332_0;▄ ML332, Fairmile C motor gunboat;
uk_fairmile_c_332_1;▄ ML332, Fairmile C motor gunboat;
uk_fairmile_c_332_2;Fairmile C motor gunboat;
uk_hdml_ml1383_shop;▄ ML1383, HDML;
uk_hdml_ml1383_0;▄ ML1383, Harbour Defense Motor Launch;
uk_hdml_ml1383_1;▄ ML1383, HDML;
uk_hdml_ml1383_2;HDML;
uk_mtb_1series_shop;▄ MTB1, MTB1-class motor torpedo boat;
uk_mtb_1series_0;▄ MTB1, MTB1-class motor torpedo boat;
uk_mtb_1series_1;▄ MTB1, MTB1-class motor torpedo boat;
uk_mtb_1series_2;MTB1-class motor torpedo boat;
uk_mtb_2series_shop;▄ MTB19, MTB1-class motor torpedo boat;
uk_mtb_2series_0;▄ MTB19, MTB1-class motor torpedo boat;
uk_mtb_2series_1;▄ MTB19, MTB1-class motor torpedo boat;
uk_mtb_2series_2;MTB1-class motor torpedo boat;
uk_mtb_vosper_1series_shop;▄ MTB20, MTB20-class motor torpedo boat;
uk_mtb_vosper_1series_0;▄ MTB20, MTB20-class motor torpedo boat;
uk_mtb_vosper_1series_1;▄ MTB20, MTB20-class motor torpedo boat;
uk_mtb_vosper_1series_2;MTB20-class motor torpedo boat;
uk_mtb_vosper_2series_shop;▄ MTB31, MTB31-class motor torpedo boat;
uk_mtb_vosper_2series_0;▄ MTB31, MTB31-class motor torpedo boat;
uk_mtb_vosper_2series_1;▄ MTB31, MTB31-class motor torpedo boat;
uk_mtb_vosper_2series_2;MTB31-class motor torpedo boat;
uk_mtb35_vosper_shop;▄ MTB35, MTB31-class motor torpedo boat;
uk_mtb35_vosper_0;▄ MTB35, MTB31-class motor torpedo boat;
uk_mtb35_vosper_1;▄ MTB35, MTB31-class motor torpedo boat;
uk_mtb35_vosper_2;MTB35-class motor torpedo boat;
uk_higgins_78ft_mtb422_shop;▄ MTB422, Higgins 78-ft motor torpedo boat;
uk_higgins_78ft_mtb422_0;▄ MTB422, Higgins 78-ft motor torpedo boat;
uk_higgins_78ft_mtb422_1;▄ MTB422, Higgins 78-ft motor torpedo boat;
uk_higgins_78ft_mtb422_2;Higgins 78-ft motor torpedo boat;
uk_71ft_mtb460_shop;▄ MTB460, BPB 72-ft motor torpedo boat;
uk_71ft_mtb460_0;▄ MTB460, BPB 72-ft motor torpedo boat;
uk_71ft_mtb460_1;▄ MTB460, BPB 72-ft motor torpedo boat;
uk_71ft_mtb460_2;BPB 72-ft motor torpedo boat;
uk_fairmile_d_5001_5029_shop;▄ MTB5001, Fairmile D motor torpedo boat;
uk_fairmile_d_5001_5029_0;▄ MTB5001, Fairmile D motor torpedo boat;
uk_fairmile_d_5001_5029_1;▄ MTB5001, Fairmile D motor torpedo boat;
uk_fairmile_d_5001_5029_2;Fairmile D motor torpedo boat;
uk_brave_borderer_shop;▄ HMS Brave Borderer (P1011), Brave-class patrol boat;
uk_brave_borderer_0;▄ HMS Brave Borderer (P1011), Brave-class patrol boat;
uk_brave_borderer_1;▄ HMS Brave Borderer, Brave-class patrol boat;
uk_brave_borderer_2;Brave-class patrol boat;
uk_gay_class_archer_shop;▄ HMS Gay Archer (P1041), Gay-class patrol boat;
uk_gay_class_archer_0;▄ HMS Gay Archer (P1041), Gay-class patrol boat;
uk_gay_class_archer_1;▄ HMS Gay Archer, Gay-class patrol boat;
uk_gay_class_archer_2;Gay-class patrol boat;
uk_dark_class_shop;▄ HMS Dark Adventurer (FPB1101), Dark-class patrol boat;
uk_dark_class_0;▄ HMS Dark Adventurer (FPB1101), Dark-class patrol boat;
uk_dark_class_1;▄ HMS Dark Adventurer, Dark-class patrol boat;
uk_dark_class_2;Patrol boat;
uk_dark_class_mtb_shop;▄ HMS Dark Agressor (FPB1102), Dark-class patrol boat;
uk_dark_class_mtb_0;▄ HMS Dark Agressor (FPB1102), Dark-class patrol boat;
uk_dark_class_mtb_1;▄ HMS Dark Agressor, Dark-class patrol boat;
uk_dark_class_mtb_2;Dark-class patrol boat;
uk_dark_class_mtb_td_shop;▹ HMS Dark Agressor (FPB1102), Dark-class patrol boat;
uk_dark_class_mtb_td_0;▹ HMS Dark Agressor (FPB1102), Dark-class patrol boat;
uk_dark_class_mtb_td_1;▹ HMS Dark Agressor, Dark-class patrol boat;
uk_dark_class_mtb_td_2;Dark-class patrol boat;
uk_isles_class_trawler_shop;▄ HMT Liscomb (T285), Isles-class subchaser;
uk_isles_class_trawler_0;▄ HMT Liscomb (T285), Isles-class subchaser;
uk_isles_class_trawler_1;▄ HMT Liscomb, Isles-class subchaser;
uk_isles_class_trawler_2;Isles-class subchaser;
TEMP;▄ HMS Vanguard (S28), Vanguard-class submarine;
TEMP;▄ HMS Vanguard (S28), Vanguard-class submarine;
TEMP;▄ HMS Vanguard, Vanguard-class submarine;
TEMP;Vanguard-class submarine;
;;
Ships (UK) [Other];;
uk_battleship_colossus_shop;▄ HMS Colossus, Colossus-class battleship;
uk_battleship_colossus_0;▄ HMS Colossus, Colossus-class battleship;
uk_battleship_colossus_1;▄ HMS Colossus, Colossus-class battleship;
uk_battleship_colossus_2;Colossus-class battleship;
uk_battleship_dreadnought_shop;▄ HMS Dreadnought, Dreadnought-class battleship;
uk_battleship_dreadnought_0;▄ HMS Dreadnought, Dreadnought-class battleship;
uk_battleship_dreadnought_1;▄ HMS Dreadnought, Dreadnought-class battleship;
uk_battleship_dreadnought_2;Dreadnought-class battleship;
uk_battleship_iron_duke_shop;▄ HMS Iron Duke, Iron Duke-class battleship;
uk_battleship_iron_duke_0;▄ HMS Iron Duke, Iron Duke-class battleship;
uk_battleship_iron_duke_1;▄ HMS Iron Duke, Iron Duke-class battleship;
uk_battleship_iron_duke_2;Iron Duke-class battleship;
uk_battleship_marlborough_shop;▄ HMS Marlborough, Iron Duke-class battleship;
uk_battleship_marlborough_0;▄ HMS Marlborough, Iron Duke-class battleship;
uk_battleship_marlborough_1;▄ HMS Marlborough, Iron Duke-class battleship;
uk_battleship_marlborough_2;Iron Duke-class battleship;
uk_battleship_orion_shop;▄ HMS Orion, Orion-class battleship;
uk_battleship_orion_0;▄ HMS Orion, Orion-class battleship;
uk_battleship_orion_1;▄ HMS Orion, Orion-class battleship;
uk_battleship_orion_2;Orion-class battleship;
uk_battlecruiser_invincible_shop;▄ HMS Invincible, Invincible-class battlecruiser;
uk_battlecruiser_invincible_0;▄ HMS Invincible, Invincible-class battlecruiser;
uk_battlecruiser_invincible_1;▄ HMS Invincible, Invincible-class battlecruiser;
uk_battlecruiser_invincible_2;Invincible-class battlecruiser;
uk_battleship_centurion_shop;▄ HMS Centurion, King George V-class battlecruiser;
uk_battleship_centurion_0;▄ HMS Centurion, King George V-class battlecruiser;
uk_battleship_centurion_1;▄ HMS Centurion, King George V-class battlecruiser;
uk_battleship_centurion_2;King George V-class battlecruiser;
uk_battlecruiser_queen_mary_shop;▄ HMS Queen Mary, Queen Mary-class battlecruiser;
uk_battlecruiser_queen_mary_0;▄ HMS Queen Mary, Queen Mary-class battlecruiser;
uk_battlecruiser_queen_mary_1;▄ HMS Queen Mary, Queen Mary-class battlecruiser;
uk_battlecruiser_queen_mary_2;Queen Mary-class battlecruiser;
TEMP;▄ HMS Shah, Inconstant-class steam frigate;
TEMP;▄ HMS Shah, Inconstant-class steam frigate;
TEMP;▄ HMS Shah, Inconstant-class steam frigate;
TEMP;Inconstant-class steam frigate;
TEMP;▄ Golden Hind, Pelican-class galleon;
TEMP;▄ Golden Hind, Pelican-class galleon;
TEMP;▄ Golden Hind, Pelican-class galleon;
TEMP;Pelican-class galleon;
TEMP;▄ HMS Warrior, Warrior-class ironclad;
TEMP;▄ HMS Warrior, Warrior-class ironclad;
TEMP;▄ HMS Warrior, Warrior-class ironclad;
TEMP;Warrior-class ironclad;
TEMP;▄ HMS Victory, Victory-class first-rate ship of the line;
TEMP;▄ HMS Victory, Victory-class first-rate ship of the line;
TEMP;▄ HMS Victory, Victory-class first-rate ship of the line;
TEMP;Victory-class first-rate ship of the line;
ships/hms_cargo_ship_0;▄ Cargo ship;
ships/hms_cargo_ship_1;▄ Cargo ship;
ships/hms_cargo_ship_2;Cargo ship;
;;
;;
Ships (Japan) [Hull numbers];;
jp_destroyer_chidori_shop;▅ Chidori (21), Chidori-class torpedo boat;
jp_destroyer_chidori_0;▅ Chidori (21), Chidori-class torpedo boat;
jp_destroyer_chidori_1;▅ Chidori, Chidori-class torpedo boat;
jp_destroyer_chidori_2;Chidori-class torpedo boat;
jp_pg02_shop;▅ PG 02 (822), 1-Go-class patrol boat;
jp_pg02_0;▅ PG 02 (822), 1-Go-class patrol boat;
jp_pg02_1;▅ PG 02, 1-Go-class patrol boat;
jp_pg02_2;1-Go-class patrol boat;
jp_type_t1_1941_shop;▅ 1-Go, T1-class torpedo boat;
jp_type_t1_1941_0;▅ 1-Go, T1-class torpedo boat;
jp_type_t1_1941_1;▅ 1-Go, T1-class torpedo boat;
jp_type_t1_1941_2;T1-class torpedo boat;
jp_t51a_shop;▅ 10-Go, T51a-class torpedo boat;
jp_t51a_0;▅ 10-Go, T51a-class torpedo boat;
jp_t51a_1;▅ 10-Go, T51a-class torpedo boat;
jp_t51a_2;T51a-class torpedo boat;
jp_t51b_shop;▅ 11-Go, T51b-class torpedo boat;
jp_t51b_0;▅ 11-Go, T51b-class torpedo boat;
jp_t51b_1;▅ 11-Go, T51b-class torpedo boat;
jp_t51b_2;T51b-class torpedo boat;
jp_type38_1944_shop;▅ 241-Go, T38-class torpedo boat;
jp_type38_1944_0;▅ 241-Go, T38-class torpedo boat;
jp_type38_1944_1;▅ 241-Go, T38-class torpedo boat;
jp_type38_1944_2;T38-class torpedo boat;
jp_t14_class_shop;▅ 538-Go, T14-class torpedo boat;
jp_t14_class_0;▅ 538-Go, T14-class torpedo boat;
jp_t14_class_1;▅ 538-Go, T14-class torpedo boat;
jp_t14_class_2;T14-class torpedo boat;
jp_t14_class_mod01_shop;▅ 838-Go, T14-class torpedo boat;
jp_t14_class_mod01_0;▅ 838-Go, T14-class torpedo boat;
jp_t14_class_mod01_1;▅ 838-Go, T14-class torpedo boat;
jp_t14_class_mod01_2;T14-class torpedo boat;
jp_t14_class_mod02_shop;▅ 839-Go, T14-class torpedo boat;
jp_t14_class_mod02_0;▅ 839-Go, T14-class torpedo boat;
jp_t14_class_mod02_1;▅ 839-Go, T14-class torpedo boat;
jp_t14_class_mod02_2;T14-class torpedo boat;
jp_abtei_pr1_shop;▅ Sakigake (AB-1), Soukoutei-class gunboat;
jp_abtei_pr1_0;▅ Sakigake (AB-1), Soukoutei-class gunboat;
jp_abtei_pr1_1;▅ Sakigake, Soukoutei-class gunboat;
jp_abtei_pr1_2;Soukoutei-class gunboat;
jp_abtei_pr4_shop;▅ AB-4, Soukoutei-class gunboat;
jp_abtei_pr4_0;▅ AB-4, Soukoutei-class gunboat;
jp_abtei_pr4_1;▅ AB-4, Soukoutei-class gunboat;
jp_abtei_pr4_2;Soukoutei-class gunboat;
jp_no1_ch2_shop;▅ CH-1, CH-1-class submarine chaser;
jp_no1_ch2_0;▅ CH-1, CH-1-class submarine chaser;
jp_no1_ch2_1;▅ CH-1, CH-1-class submarine chaser;
jp_no1_ch2_2;CH-1-class submarine chaser;
jp_no4_ch8_shop;▅ CH-4, CH-4-class submarine chaser;
jp_no4_ch8_0;▅ CH-4, CH-4-class submarine chaser;
jp_no4_ch8_1;▅ CH-4, CH-4-class submarine chaser;
jp_no4_ch8_2;CH-4-class submarine chaser;
jp_kusen_tei_13_1942_shop;▅ CH-13, CH-13-class submarine chaser;
jp_kusen_tei_13_1942_0;▅ CH-13, CH-13-class submarine chaser;
jp_kusen_tei_13_1942_1;▅ CH-13, CH-13-class submarine chaser;
jp_kusen_tei_13_1942_2;CH-13-class submarine chaser;
jp_kusen_tei_13_1944_shop;▅ CH-49, CH-28-class submarine chaser;
jp_kusen_tei_13_1944_0;▅ CH-49, CH-28-class submarine chaser;
jp_kusen_tei_13_1944_1;▅ CH-49, CH-28-class submarine chaser;
jp_kusen_tei_13_1944_2;CH-28-class submarine chaser;
jp_destroyer_harukaze_shop;▅ JDS Harukaze (DD-101), Harukaze-class first-class destroyer;
jp_destroyer_harukaze_0;▅ JDS Harukaze (DD-101), Harukaze-class first-class destroyer;
jp_destroyer_harukaze_1;▅ JDS Harukaze, Harukaze-class first-class destroyer;
jp_destroyer_harukaze_2;Harukaze-class first-class destroyer;
jp_destroyer_ayanami_shop;▅ JDS Ayanami (DD-103), Ayanami-class first-class destroyer;
jp_destroyer_ayanami_0;▅ JDS Ayanami (DD-103), Ayanami-class first-class destroyer;
jp_destroyer_ayanami_1;▅ JDS Ayanami, Ayanami-class first-class destroyer;
jp_destroyer_ayanami_2;Ayanami-class first-class destroyer;
jp_destroyer_murasame_shop;▅ JDS Murasame (DD-107), Murasame-class destroyer;
jp_destroyer_murasame_0;▅ JDS Murasame (DD-107), Murasame-class destroyer;
jp_destroyer_murasame_1;▅ JDS Murasame, Murasame-class destroyer;
jp_destroyer_murasame_2;Murasame-class destroyer;
jp_destroyer_yugure_shop;▅ JDS Yūgure (DD-184), Ariake-class destroyer;
jp_destroyer_yugure_0;▅ JDS Yūgure (DD-184), Ariake-class destroyer;
jp_destroyer_yugure_1;▅ JDS Yūgure, Ariake-class destroyer;
jp_destroyer_yugure_2;Ariake-class destroyer;
jp_escort_akebono_class_shop;▅ JDS Akebono (DE-201), Akebono-class frigate;
jp_escort_akebono_class_0;▅ JDS Akebono (DE-201), Akebono-class frigate;
jp_escort_akebono_class_1;▅ JDS Akebono, Akebono-class frigate;
jp_escort_akebono_class_2;Akebono-class frigate;
jp_escort_ikazuchi_class_shop;▅ JDS Ikazuchi (DE-202), Ikazuchi-class frigate;
jp_escort_ikazuchi_class_0;▅ JDS Ikazuchi (DE-202), Ikazuchi-class frigate;
jp_escort_ikazuchi_class_1;▅ JDS Ikazuchi, Ikazuchi-class frigate;
jp_escort_ikazuchi_class_2;Ikazuchi-class frigate;
jp_destroyer_isuzu_shop;▅ JDS Isuzu (DE-211), Isuzu-class frigate;
jp_destroyer_isuzu_0;▅ JDS Isuzu (DE-211), Isuzu-class frigate;
